Tag1,Tag2,Tag3,Tag4,Random Number,Density,Respiration,Water,Axial Penetration 1,Axial Penetration 2,bulk density,SRN,N1,N2,N3,N4,N5,N6,N7,N8,CO2,Temp,Seed_weight,Seed_tag,Nitrogen,Riego,mineralization,Organic_matter,end
2000,B,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,277,0.97,0.261,0,0.64,1.5,0.1,0.5,1
2000,C,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,277,0.97,0.261,0,0.64,1.5,0.1,0.5,1
2100,D,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,600,1.13,0.35,0,3,1,1,1,1
2100,Maize,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,600,1.13,0.35,0,3,1,1,1,1
2100,Teosinte,0,0,1,0.382,0.04,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,1000,1000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,1,4,5,6,5,4,8,20,25,600,1.13,0.05,0,3,1,1,1,1
2100,A,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,600,1.13,0.35,0,3,1,1,1,1
2100,B,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,600,1.13,0.35,0,3,1,1,1,1
2100,C,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0 60 0,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,600,1.13,0.35,0,3,1,1,1,1
4000,D,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,272,0.995,0.278,0,0.64,1.5,0.1,0.5,1
4000,Maize,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,272,0.995,0.278,0,0.64,1.5,0.1,0.5,1
4000,Teosinte,0,0,1,0.382,0.04,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,1000,1000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,1,4,5,6,5,4,8,20,25,272,0.995,0.05,0,0.64,1.5,0.1,0.5,1
4000,A,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,272,0.995,0.278,0,0.64,1.5,0.1,0.5,1
4000,B,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,272,0.995,0.278,0,0.64,1.5,0.1,0.5,1
4000,C,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,272,0.995,0.278,0,0.64,1.5,0.1,0.5,1
6000,D,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,1,3,4,5,4,4,8,20,25,266,0.99,0.296,0,0.64,1.25,0.1,0.5,1
6000,Maize,0,0,1,0.523,0.01,0 0.61345 1 0.7186 2 0.621925 3 0.68365 4 0.6948 5 0.69345 6 0.774775 7 0.7924 8 0.60655 9 0.734975 10 0.87 11 0.75255 12 0.7048 13 0.6543 14 0.61105 15 0.678925 16 0.7195 17 0.76035 18 0.73885 19 0.5974 20 0.6127 21 0.588375 22 0.4832 23 0.699625 24 0.610075 25 0.8337 26 0.55625 27 0.679675 28 0.534625 29 0.5239 30 0.38025 31 0.477875 32 0.44805 33 0.403825 34 0.543 35 0.5139 36 0.481 37 0.539125 38 0.407525 39 0.478775 40 0.47945 41 0.39345 42 0.375775 43 0.398325 44 0.43435 45 0.65975 46 0.55795 47 0.482575 48 0.5946 49 0.630825 50 0.5106 51 0.5879 52 0.85615 53 0.736125 54 0.5372 55 0.6379 56 0.517275 57 0.532775 58 0.5132 59 0.635075 60 0.68665,4000,4000,0 1.25 -20 1.3 -45 1.4 -60 1.4 -70 1.4 -95 1.4 -120 1.4 -140 1.4 -160 1.4 -170 1.4,4,3,4,5,4,4,8,20,25,266,0.99,0.296,0,0.64,1.25,0.1,0.5,1
